@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,1,0,0,1,0.209523,0.369172,0.146157,0.671685,0.165431,0.785254,0.582518,0.606215,0.352574,0.567666,0.496936,0.490126,0.77117,0.568337,0.385803,0.399195,0.204445,0.687207,0.074747,0.240378,0.319121,0.407808,0.521253,0.301092,0.397037,0.496863,0.42971,0.401365,0.442624,0.409263,0.366047,0.235776,0.110132,0.606789,0.17923,0.187124,0.174604,0.259955,0.436818,0.236992,0.206905,0.218242,0.116872,0.13801,0.165989,0.135802,0.110251,0.058699,0.352289,0.460606,0.90561,0.375798,0.41262,0.521683,0.541144,0.347382,0.494892,0.434012,0.319074,0.16218,0.233134,0.189341,0.066334,0.062666,0.139772,0.603175,0.228023,0.571429,0.398224,0.03063,0.40255
0,0,1,0,0,0,0.391915,0.197689,0.11689,0.684527,0.393206,0.393345,0.335035,0.483967,0.454324,0.386292,0.44822,0.297967,0.843149,0.562791,0.27249,0.615338,0.136957,0.164358,0.052083,0.206903,0.111435,0.349117,0.422855,0.240373,0.269889,0.5178,0.356508,0.277548,0.378247,0.375088,0.398993,0.306835,0.115204,0.172586,0.189269,0.119473,0.17944,0.328689,0.42543,0.275223,0.298112,0.273598,0.206158,0.229611,0.240155,0.211561,0.277588,0.116334,0.32291,0.314586,0.928914,0.472893,0.262338,0.441813,0.283355,0.30789,0.332699,0.433708,0.223403,0.26429,0.38486,0.224366,0.158049,0.203871,0.087841,0.174603,0.278095,0.165414,0.457716,0.476948,0.488095
0,0,1,1,1,0,0.292817,0.14619,0.061348,0.337387,0.540275,0.239832,0.642218,0.445821,0.241687,0.419387,0.673013,0.195564,0.527369,0.425631,0.485422,0.713785,0.062565,0.064202,0.035481,0.071746,0.043268,0.068609,0.0806,0.150485,0.183905,0.350939,0.310278,0.163124,0.311839,0.346626,0.383107,0.239945,0.055192,0.078328,0.196489,0.315,0.191212,0.095485,0.215188,0.451755,0.261317,0.274238,0.189688,0.110972,0.207773,0.217631,0.280942,0.165858,0.307541,0.196367,0.932311,0.634759,0.331612,0.127882,0.119556,0.183285,0.176365,0.291536,0.199535,0.130612,0.211501,0.248387,0.176123,0.131713,0.004361,0.365079,0.002314,0.345865,0.019215,0.022403,0.016809
1,0,0,0,0,1,0.227195,0.254846,0.251017,0.671161,0.300578,0.834903,0.370548,0.570613,0.460792,0.687961,0.673007,0.474528,0.598539,0.217563,0.287193,0.457338,0.297063,0.55946,0.235035,0.353575,0.508746,0.408269,0.337654,0.432231,0.392571,0.707745,0.749987,0.338751,0.572836,0.67047,0.530176,0.19441,0.058477,0.361827,0.100622,0.094377,0.305704,0.180909,0.170463,0.251095,0.215929,0.096928,0.095369,0.178185,0.231376,0.160334,0.143627,0.111288,0.32324,0.390564,0.842277,0.576277,0.660362,0.167915,0.159705,0.488201,0.508659,0.718974,0.393266,0.209566,0.341751,0.49294,0.234378,0.048907,0.176387,0.174603,0.168875,0.165414,0.293689,0.181489,0.291376
0,1,0,0,0,0,0.176782,0.07819,0.126197,0.798266,0.346585,0.52536,0.556727,0.634933,0.414042,0.546713,0.665609,0.516086,0.821582,0.509293,0.408737,0.495932,0.146283,0.17229,0.068025,0.142272,0.180619,0.352698,0.400759,0.306969,0.352278,0.423596,0.376261,0.271482,0.337143,0.307773,0.423838,0.296614,0.051861,0.10393,0.176882,0.071106,0.198994,0.291815,0.234656,0.274522,0.376233,0.243113,0.188101,0.1571,0.130628,0.154403,0.177224,0.144717,0.339766,0.246439,0.898815,0.389529,0.167318,0.300872,0.274087,0.243917,0.305579,0.289515,0.218445,0.193736,0.121336,0.183421,0.151806,0.23563,0.015503,0.460317,0.004648,0.43609,0.096454,0.045028,0.076709
0,0,1,1,0,0,0.368612,0.105238,0.038609,0.123724,0.65661,0.283951,0.206953,0.38486,0.407187,0.357201,0.414012,0.56527,0.904534,0.306755,0.266678,0.508968,0.052867,0.028429,0.030035,0.092156,0.123844,0.206021,0.157283,0.262927,0.412869,0.461382,0.533005,0.356545,0.675833,0.673513,0.710058,0.367212,0.147965,0.095104,0.085535,0.525942,0.757269,1,0.455284,0.64602,1,0.657136,0.816807,0.580678,0.760081,0.743758,0.678503,0.313022,0.317622,0.23125,0.941023,0.740941,0.388921,0.469156,0.240698,0.358218,0.793909,0.577391,0.701324,0.615959,0.931162,0.749772,0.578878,0.446077,0.010124,0.650794,0.003272,0.616541,0.029474,0.056178,0.045328
0,0,1,1,1,0,0.161351,0.072922,0.124955,0.491473,0.463483,0.682536,0.50761,0.508539,0.591953,0.657679,0.611786,0.589574,0.623828,0.595303,0.322814,0.472427,0.188697,0.23868,0.100591,0.313397,0.351421,0.421701,0.613819,0.534793,0.358052,0.650591,0.431217,0.238416,0.402398,0.391417,0.356601,0.217124,0.08889,0.157298,0.081191,0.298561,0.320725,0.346238,0.54324,0.572874,0.336983,0.209439,0.231631,0.116344,0.174982,0.141699,0.231439,0.10021,0.504673,0.369444,0.906046,0.535965,0.522109,0.494209,0.672119,0.783165,0.383738,0.717593,0.540445,0.272503,0.446449,0.256917,0.175822,0.204758,0.044995,0.031746,0.013933,0.030075,0.278192,0.052941,0.17254
0,1,1,0,0,0,0.104627,0.098959,0.230006,0.436086,0.513851,0.766351,0.608182,0.70448,0.550851,0.576225,0.552997,0.31468,0.743379,0.616432,0.534664,0.533167,0.124176,0.344671,0.247852,0.576996,0.374121,0.391468,0.481118,0.529851,0.494991,0.561032,0.480823,0.282238,0.383459,0.309879,0.359145,0.292942,0.050616,0.293324,0.133439,0.349742,0.330877,0.411285,0.218017,0.239401,0.257268,0.287188,0.327117,0.182445,0.146327,0.127951,0.144234,0.068125,0.384936,0.673763,0.816055,0.32964,0.26649,0.350019,0.294787,0.251121,0.338692,0.451635,0.324065,0.192492,0.226391,0.161323,0.198073,0.154275,0.168861,0.571429,0.321701,0.541353,0.364566,0.0551,0.428989
1,0,0,0,0,1,0.624887,0.41805,0.083522,0.808179,0.24643,0.521957,0.316828,0.312939,0.288735,0.505425,0.586456,0.399516,0.567646,0.543773,0.365725,0.586584,0.232739,0.200433,0.030926,0.064812,0.076062,0.143916,0.251659,0.182692,0.189539,0.253,0.242359,0.146014,0.249917,0.226355,0.25995,0.2082,0.308526,0.481124,0.06716,0.103402,0.266183,0.123957,0.290582,0.141719,0.250182,0.13932,0.08182,0.058504,0.079022,0.066727,0.10713,0.046711,0.255375,0.152168,0.951564,0.383849,0.093015,0.238478,0.307977,0.17524,0.154789,0.307575,0.228771,0.093808,0.13256,0.096328,0.049609,0.071657,0.141249,0.507937,0.188422,0.481203,0.285259,0.252239,0.503981
0,0,1,0,1,1,0.179849,0.104307,0.22359,0.634467,0.522176,0.574362,0.425199,0.371282,0.254512,0.377253,0.540986,0.572946,0.360534,0.623702,0.2164,0.474375,0.162954,0.282262,0.094518,0.222938,0.535526,0.599938,0.601387,0.601154,0.504344,0.671489,0.516608,0.367112,0.830821,0.582031,0.508209,0.312591,0.091921,0.162608,0.087179,0.133178,0.218636,0.207997,0.218513,0.330407,0.265731,0.193754,0.105518,0.111683,0.193573,0.183724,0.136447,0.071893,0.362828,0.362897,0.888797,0.387373,0.440802,0.380544,0.260296,0.494595,0.330249,0.345835,0.2362,0.179598,0.329255,0.25465,0.135873,0.083751,0.026128,0.793651,0,0.75188,0.077093,0.084336,0.143125
1,1,0,0,0,0,0.361247,0.163508,0.116042,0.52446,0.502391,0.173867,0.454048,0.385937,0.505638,0.274855,0.446794,0.226518,0.503831,0.44725,0.326583,0.358846,0.09442,0.05346,0.031235,0.1077,0.073291,0.075258,0.078419,0.152961,0.171064,0.322389,0.350389,0.249907,0.419391,0.354061,0.43947,0.246842,0.099548,0.095894,0.1116,0.558043,0.320578,0.097892,0.140038,0.376411,0.246348,0.240068,0.23587,0.249706,0.44895,0.212839,0.258078,0.135457,0.238483,0.177406,0.930656,0.434766,0.255121,0.093222,0.06127,0.105597,0.090571,0.22744,0.187804,0.209754,0.312911,0.147292,0.176415,0.124945,0.032697,0.380952,0,0.932331,0.199338,0.143147,0.186737
0,1,1,0,0,0,0.237524,0.151348,0.248328,0.547831,0.427854,0.512417,0.40569,0.508453,0.399414,0.320786,0.709181,0.347394,0.607814,0.290079,0.494243,0.353804,0.194698,0.324847,0.172357,0.258091,0.25413,0.622319,0.461394,0.564565,0.728811,0.584945,0.413171,0.364669,0.386055,0.323839,0.392881,0.252585,0.050616,0.143157,0.097511,0.19254,0.145606,0.397323,0.274997,0.358261,0.327175,0.204817,0.120791,0.118235,0.142399,0.148642,0.103346,0.076617,0.348708,0.425013,0.839664,0.440845,0.197191,0.374501,0.394075,0.503488,0.570418,0.542026,0.200489,0.221911,0.199142,0.158249,0.128903,0.16418,0.180012,0.380952,0.488118,0.360902,0.303289,0,0.409657
0,0,1,0,0,1,0.295787,0.429948,0.283831,0.702695,0.374323,0.635495,0.34721,0.477032,0.24455,0.534247,0.545106,0.209147,0.537715,0.440567,0.315423,0.135365,0.403131,0.756159,0.218037,0.341133,0.51084,0.470479,0.62674,0.643207,0.63899,0.960285,0.721292,0.522814,0.62776,0.54545,0.608842,0.411225,0.212768,0.348934,0.157919,0.11163,0.239666,0.188134,0.32491,0.465291,0.407302,0.191795,0.164279,0.098558,0.161792,0.172863,0.150219,0.128522,0.592883,0.231338,0.827424,0.340805,0.302561,0.26234,0.37695,0.455677,0.433728,0.593269,0.345268,0.285783,0.276641,0.223758,0.183539,0.174489,0.056803,0.111111,0,0.548872,0.130961,0.029142,0.079737
1,0,0,0,0,1,0.417086,0.322471,0.276365,0.734529,0.17413,0.767152,0.472332,0.827637,0.444256,0.760202,0.669456,0.46132,0.679223,0.732379,0.218647,0.241553,0.452573,0.542602,0.203404,0.244864,0.410458,0.602968,0.212939,0.312129,0.226383,0.770847,0.247666,0.115389,0.202511,0.333326,0.973268,0.268432,0.083546,0.137339,0.155513,0.012561,0.066075,0.247158,0.095065,0.18347,0.174174,0.164431,0.106923,0.047968,0.035412,0.033807,0.081019,0.018785,0.224987,0.102713,0.846023,0.498985,0.062252,0.218712,0.018863,0.152046,0.068766,0.188351,0.072104,0.064675,0.048034,0.025959,0.091412,0.047655,0.074935,0.253968,0.063284,0.240602,0.104269,0.070066,0.129771
1,0,0,0,0,1,0.516686,0.328051,0.063607,0.897952,0.161482,0.289939,0.475401,0.371982,0.363421,0.735787,0.755096,0.404628,0.480516,0.522603,0.360721,0.346934,0.1776,0.125458,0.036416,0.036639,0.03771,0.10335,0.073835,0.097968,0.111009,0.252443,0.232582,0.129765,0.231562,0.239514,0.264446,0.164401,0.260258,0.107655,0.1443,0.031401,0.163504,0.201386,0.205169,0.171993,0.139318,0.119904,0.099474,0.060181,0.149103,0.191581,0.147597,0.103957,0.268816,0.171722,0.931484,0.476819,0.300914,0.12544,0.176908,0.117569,0.184239,0.28864,0.200702,0.168141,0.184766,0.204683,0.090772,0.133213,0.040654,0.492063,0.085588,0.466165,0.198542,0.106528,0.241388
0,0,0,0,1,0,0.16059,0.0941,0.104374,0.705922,0.435163,0.366448,0.331545,0.506115,0.479597,0.558435,0.520667,0.313328,0.642739,0.418676,0.344974,0.486397,0.098668,0.235907,0.033325,0.05937,0.116129,0.149824,0.156646,0.172885,0.227532,0.284524,0.276298,0.164553,0.290861,0.317274,0.385195,0.262845,0.08174,0.115715,0.072385,0.109711,0.235391,0.202343,0.241854,0.216987,0.300987,0.284502,0.206268,0.156409,0.213728,0.249954,0.244096,0.159766,0.343236,0.362299,0.928565,0.51527,0.258205,0.264398,0.217405,0.199736,0.272294,0.35763,0.281596,0.136749,0.284455,0.249742,0.173308,0.311759,0.060446,0.031746,0.245911,0.030075,0.064353,0.271688,0.2099
0,0,0,0,0,1,0.586418,0.370351,0.307146,0.608651,0.272404,0.504299,0.510486,0.592811,0.249621,0.741155,0.51208,0.36036,0.454799,0.402908,0.438048,0.381799,0.636998,0.515211,0.201633,0.33969,0.462949,0.793939,0.776998,0.650766,1,0.881909,0.724453,0.351451,0.541992,0.446055,0.502643,0.268172,0.432067,0.432049,0.227369,0.196673,0.223935,0.276515,0.327673,0.490697,0.362286,0.217051,0.118015,0.07111,0.144791,0.09124,0.094615,0.050236,0.87918,0.315337,0.842582,0.399503,0.425068,0.507614,0.442486,0.538432,0.469623,0.591786,0.425305,0.193361,0.223805,0.220104,0.125043,0.099492,0.003417,0.603175,0.076703,0.571429,0.01103,0.04572,0.125298
0,1,0,0,0,1,0.358683,0.49969,0.270434,0.523219,0.19947,0.541424,0.328727,0.491158,0.434697,0.394286,0.560969,0.333243,0.904218,0.726603,0.453856,0.362015,0.402406,0.681223,0.143784,0.403423,0.401717,0.526376,0.39863,0.5014,0.292194,0.578861,0.347666,0.203293,0.550669,0.358684,0.44169,0.31072,0.095646,0.353097,0.091112,0.223241,0.065377,0.49851,0.136837,0.37177,0.135205,0.130516,0.210878,0.066807,0.233391,0.083424,0.108792,0.095528,0.236775,0.437966,0.858481,0.445183,0.294991,0.546537,0.178563,0.473969,0.331237,0.380767,0.342767,0.101383,0.31176,0.134043,0.129657,0.242717,0.563746,0.222222,0.450565,0.210526,0.505309,0.441839,0.498375
0,0,0,1,1,0,0.234214,0.097773,0.119363,0.533474,0.555567,0.378176,0.566619,0.484827,0.649068,0.637311,0.490795,0.343596,0.503039,0.554512,0.052132,0.318603,0.130114,0.114803,0.094287,0.290147,0.255396,0.332063,0.414593,0.355234,0.35303,0.469966,0.433469,0.181108,0.312667,0.526961,0.395426,0.260625,0.186098,0.248894,0.163379,0.442111,0.363055,0.294213,0.471723,0.808149,0.454178,0.415322,0.2987,0.131625,0.207154,0.482023,0.227862,0.169781,0.324636,0.231708,0.896724,0.443672,0.357019,0.595938,0.638928,0.718781,0.640116,0.713229,0.375887,0.171274,0.301435,0.436028,0.231538,0.227278,0.058221,0.666667,0,0.631579,0.12137,0.269654,0.249598
0,0,1,0,1,1,0.610358,0.459855,0.206454,0.747435,0.273254,0.654344,0.320919,0.484743,0.279642,0.57352,0.567413,0.220246,0.197535,0.712982,0.452559,0.331858,0.588416,0.619327,0.124905,0.272972,0.264041,0.537702,0.542887,0.743795,0.474012,0.859308,0.642667,0.361108,0.662292,0.628768,0.801954,0.403657,0.383912,0.27574,0.179112,0.059192,0.097046,0.288332,0.222581,0.510275,0.231176,0.264148,0.111228,0.121891,0.244588,0.126528,0.181082,0.120631,0.535429,0.169105,0.881784,0.3933,0.302748,0.407232,0.294406,0.424192,0.320175,0.471352,0.28564,0.177868,0.393103,0.212529,0.175592,0.180568,0.122426,0.619048,0.003808,0.586466,0.228276,0.416029,0.354953
0,0,0,1,1,0,0.300619,0.116943,0.090322,0.395932,0.585418,0.375001,0.542394,0.269942,0.333558,0.518746,0.409839,0.427852,0.476376,0.399306,0.273183,0.263164,0.069692,0.073704,0.035602,0.030949,0.042746,0.056723,0.103668,0.193542,0.190285,0.408334,0.464425,0.229331,0.420999,0.395303,0.434232,0.238102,0.066805,0.119116,0.131502,0.238302,0.286781,0.331152,0.419405,0.636833,0.572665,0.711233,0.454076,0.463113,0.357101,0.42161,0.48183,0.345128,0.311103,0.221054,0.921073,0.570274,0.339573,0.129974,0.25556,0.30468,0.233785,0.455778,0.578982,0.280181,0.615278,0.29877,0.245348,0.166124,0.022198,0.698413,0,0.661654,0.132568,0.152593,0.176602
0,0,1,0,0,0,0.283093,0.105539,0.034904,0.587717,0.574277,0.348986,0.474018,0.418648,0.441409,0.257709,0.36733,0.264856,0.317852,0.383051,0.345139,0.442589,0.049746,0.042077,0.017471,0.043138,0.024722,0.072963,0.066898,0.155386,0.156297,0.28899,0.288334,0.181155,0.310313,0.291276,0.373528,0.228848,0.081927,0.079428,0.129506,0.246568,0.208466,0.317965,0.19244,0.31638,0.22987,0.20342,0.282288,0.131912,0.274198,0.178805,0.279631,0.115647,0.294431,0.202797,0.93266,0.717262,0.279665,0.205611,0.140982,0.143859,0.248281,0.285864,0.252539,0.210681,0.458623,0.113918,0.177927,0.085854,0.034212,0.460317,0,0.43609,0.215084,0.127111,0.194394
0,1,0,0,0,0,0.444002,0.285349,0.134986,0.833206,0.338321,0.372697,0.606749,0.187238,0.469728,0.113689,0.48835,0.399827,0.512986,0.645573,0.417864,0.474979,0.208297,0.161585,0.063536,0.268677,0.219556,0.177873,0.365388,0.405139,0.283769,0.476746,0.432606,0.232654,0.426675,0.321349,0.517036,0.199119,0.158203,0.1906,0.117236,0.158116,0.282296,0.123913,0.266497,0.389584,0.247306,0.20142,0.129503,0.074518,0.169332,0.087053,0.253615,0.055305,0.266741,0.21026,0.914191,0.56072,0.50877,0.326704,0.379938,0.552665,0.393919,0.589604,0.417857,0.238138,0.242589,0.244472,0.216692,0.06044,0.110493,0.206349,0.268613,0.195489,0.235324,0.360026,0.316826
1,1,0,0,0,0,0.538051,0.362847,0.25113,0.847416,0.353424,0.576989,0.248102,0.553122,0.307755,0.268048,0.423899,0.275702,0.340052,0.510099,0.280694,0.580485,0.617094,0.576273,0.163753,0.230541,0.432581,0.460695,0.631817,0.508163,0.54206,0.857895,0.569767,0.30817,0.51387,0.479412,0.516022,0.321784,0.179679,0.239605,0.180521,0.033497,0.16708,0.097222,0.35007,0.391242,0.200585,0.145192,0.107151,0.079245,0.104747,0.120366,0.104745,0.056315,0.472944,0.134492,0.860571,0.372758,0.203495,0.214794,0.287575,0.301011,0.502951,0.47759,0.193131,0.188797,0.215152,0.233007,0.120647,0.105024,0.650738,0.190476,0.779921,0.180451,0.602554,0.764816,0.71423
0,0,1,1,1,0,0.203881,0.077081,0.063279,0.75311,0.62799,0.367965,0.377798,0.491824,0.383748,0.303945,0.521986,0.384901,0.512994,0.403343,0.235848,0.588616,0.071389,0.076842,0.05853,0.06717,0.194762,0.253878,0.24294,0.213529,0.326082,0.491296,0.356404,0.209869,0.33465,0.324506,0.432329,0.25369,0.086644,0.127712,0.127451,0.139076,0.252484,0.268325,0.314363,0.359044,0.442407,0.311901,0.237,0.141546,0.161989,0.250378,0.255707,0.167134,0.324269,0.239686,0.915672,0.420612,0.474483,0.536427,0.42047,0.312409,0.484995,0.643857,0.435951,0.160781,0.254303,0.29297,0.180663,0.26011,0.041243,0.428571,0,0.406015,0.194436,0.189832,0.212759
1,0,0,0,0,0,0.628921,0.782809,0.372797,0.67596,0.177876,0.780483,0.421277,0.528635,0.174896,0.169033,0.488352,0.276679,0.64228,0.378581,0.39917,0.707733,0.835584,0.749151,0.349565,0.346512,0.475211,0.277105,0.335283,0.30452,0.380632,0.437759,0.442281,0.281183,0.40315,0.361873,0.345156,0.226183,0.177835,0.219072,0.193084,0.146423,0.237283,0.323859,0.426418,0.461866,0.32904,0.258024,0.1983,0.10448,0.098233,0.161364,0.154622,0.107104,0.113292,0.172232,0.859134,0.317323,0.148521,0.439508,0.231927,0.254559,0.248596,0.214693,0.163224,0.121019,0.153015,0.174481,0.100714,0.171133,0.573627,0.222222,0.848078,0.210526,0.744068,0.853447,0.836483
0,0,1,1,0,0,0.29461,0.114412,0.086165,0.431875,0.585818,0.377388,0.454795,0.411047,0.437941,0.458762,0.487357,0.346196,0.44515,0.361364,0.310216,0.211804,0.079118,0.068745,0.032456,0.171076,0.151962,0.075434,0.121491,0.181193,0.188716,0.416492,0.394861,0.289259,0.502206,0.414812,0.501427,0.265671,0.091594,0.133748,0.081073,0.602382,0.425963,0.131364,0.3203,0.193443,0.220883,0.308399,0.25562,0.237054,0.443002,0.351743,0.495439,0.243435,0.313784,0.211374,0.93009,0.568919,0.518199,0.154018,0.206318,0.188402,0.1893,0.29881,0.314634,0.277313,0.598091,0.294606,0.273879,0.175694,0.039189,0.730159,0,0.691729,0.025142,0.17449,0.109909
1,0,0,0,1,1,0.227854,0.180877,0.241573,0.629711,0.431332,0.394687,0.379525,0.57996,0.109095,0.606716,0.509101,0.346991,0.672845,0.376202,0.349386,0.360155,0.170032,0.414389,0.136721,0.256476,0.395366,0.48733,0.505873,0.610522,0.630768,0.77805,0.612803,0.344277,0.467201,0.387126,0.478397,0.38815,0.090415,0.156448,0.082658,0.191225,0.18326,0.200003,0.251082,0.497482,0.293211,0.174043,0.147179,0.094208,0.109844,0.103736,0.150091,0.073322,0.257873,0.279198,0.887926,0.395386,0.230381,0.358807,0.266637,0.456572,0.430535,0.491235,0.313165,0.159114,0.232746,0.149842,0.102671,0.17393,0.366393,0.190476,0.174599,0.661654,0.33541,0.045692,0.382602
0,0,0,0,0,1,0.470998,0.367117,0.232458,0.723703,0.232673,0.593943,0.482096,0.575122,0.578921,0.538323,0.519167,0.351272,0.544803,0.669467,0.353494,0.290443,0.545265,0.568031,0.185493,0.324799,0.320985,0.701511,0.513036,0.586794,0.547088,0.62762,0.563423,0.398846,0.575813,0.586659,0.441749,0.340345,0.229069,0.252846,0.258953,0.231651,0.20059,0.324029,0.325459,0.39686,0.264196,0.259159,0.286684,0.252398,0.317694,0.241894,0.174673,0.105632,0.509594,0.251144,0.89189,0.564674,0.30257,0.470518,0.460098,0.625496,0.546444,0.529886,0.306355,0.375032,0.292015,0.293279,0.114255,0.255074,0.052436,0,0,0,0.138201,0.054533,0.096714
0,1,1,0,0,0,0.279152,0.126524,0.071932,0.401023,0.603717,0.254884,0.492304,0.358367,0.38524,0.322497,0.596247,0.380064,0.345924,0.369435,0.309325,0.464746,0.07978,0.072469,0.036416,0.116442,0.137851,0.12001,0.07634,0.144185,0.162024,0.285382,0.30661,0.277486,0.458213,0.342948,0.368901,0.2934,0.091753,0.128854,0.11524,0.593889,0.500211,0.280453,0.319947,0.293054,0.312281,0.274018,0.323302,0.239358,0.392945,0.236273,0.186139,0.136636,0.329612,0.252963,0.928609,0.521232,0.354959,0.358975,0.136645,0.179462,0.278244,0.344187,0.381766,0.412781,0.546544,0.28003,0.213364,0.293333,0.028722,0.238095,0.056982,0.225564,0.134252,0.076674,0.141274
0,0,1,1,0,0,0.337404,0.151987,0.079602,0.632241,0.444043,0.476692,0.461752,0.456696,0.4098,0.283813,0.34831,0.405241,0.435345,0.523608,0.514723,0.241044,0.116484,0.117431,0.042313,0.125912,0.146509,0.187851,0.25026,0.140784,0.186434,0.331435,0.323822,0.225556,0.331195,0.287153,0.433193,0.336185,0.121773,0.136886,0.054186,0.191652,0.184043,0.293522,0.252203,0.203638,0.237847,0.197706,0.183671,0.160753,0.281161,0.194563,0.27534,0.233775,0.271883,0.210482,0.933705,0.475787,0.183876,0.358607,0.192779,0.121843,0.249381,0.384036,0.244036,0.209553,0.306717,0.307966,0.261456,0.267139,0.037758,0.698413,0.008709,0.661654,0.20458,0.188917,0.248369
